Sample in Buffer,Sample in Window,TRIGGER,design_1_i/util_ds_buf_0_BUFG_O,design_1_i/xadc_slice_Dout[11:0]
53472,53472,0,1,1017
53473,53473,0,1,1016
53474,53474,0,1,1016
53475,53475,0,1,1002
53476,53476,0,1,986
53477,53477,0,1,972
53478,53478,0,1,963
53479,53479,0,1,956
53480,53480,0,1,951
53481,53481,0,1,947
53482,53482,0,1,947
53483,53483,0,1,946
53484,53484,0,1,946
53485,53485,0,1,946
53486,53486,0,1,946
53487,53487,0,1,945
53488,53488,0,1,944
53489,53489,0,1,944
53490,53490,0,1,945
53491,53491,0,1,944
53492,53492,0,1,954
53493,53493,0,1,972
53494,53494,0,1,988
53495,53495,0,1,997
53496,53496,0,1,1006
53497,53497,0,1,1010
53498,53498,0,1,1012
53499,53499,0,1,1015
53500,53500,0,1,1016
53501,53501,0,1,1016
53502,53502,0,1,1016
53503,53503,0,1,1017
53504,53504,0,1,1015
53505,53505,0,1,1015
53506,53506,0,1,1020
53507,53507,0,1,1019
53508,53508,0,1,1017
53509,53509,0,1,1017
53510,53510,0,1,1016
53511,53511,0,1,1015
53512,53512,0,1,1017
53513,53513,0,1,1017
53514,53514,0,1,1017
53515,53515,0,1,1017
53516,53516,0,1,1020
53517,53517,0,1,1017
53518,53518,0,1,1018
53519,53519,0,1,1014
53520,53520,0,1,1020
53521,53521,0,1,1017
53522,53522,0,1,1016
53523,53523,0,1,1016
53524,53524,0,1,1016
53525,53525,0,1,1017
53526,53526,0,1,1016
53527,53527,0,1,1002
53528,53528,0,1,986
53529,53529,0,1,969
53530,53530,0,1,962
53531,53531,0,1,955
53532,53532,0,1,953
53533,53533,0,1,948
53534,53534,0,1,948
53535,53535,0,1,946
53536,53536,0,1,946
53537,53537,0,1,946
53538,53538,0,1,946
53539,53539,0,1,944
53540,53540,0,1,944
53541,53541,0,1,944
53542,53542,0,1,944
53543,53543,0,1,948
53544,53544,0,1,947
53545,53545,0,1,943
53546,53546,0,1,943
53547,53547,0,1,943
53548,53548,0,1,945
53549,53549,0,1,945
53550,53550,0,1,945
53551,53551,0,1,944
53552,53552,0,1,945
53553,53553,0,1,943
53554,53554,0,1,944
53555,53555,0,1,943
53556,53556,0,1,944
53557,53557,0,1,943
53558,53558,0,1,945
53559,53559,0,1,942
53560,53560,0,1,944
53561,53561,0,1,950
53562,53562,0,1,969
53563,53563,0,1,986
53564,53564,0,1,997
53565,53565,0,1,1004
53566,53566,0,1,1011
53567,53567,0,1,1010
53568,53568,0,1,1014
53569,53569,0,1,1012
53570,53570,0,1,1017
53571,53571,0,1,1017
53572,53572,0,1,1015
53573,53573,0,1,1017
53574,53574,0,1,1018
53575,53575,0,1,1017
53576,53576,0,1,1015
53577,53577,0,1,1017
53578,53578,0,1,1014
53579,53579,0,1,1005
53580,53580,0,1,988
53581,53581,0,1,972
53582,53582,0,1,962
53583,53583,0,1,957
53584,53584,0,1,951
53585,53585,0,1,950
53586,53586,0,1,946
53587,53587,0,1,949
53588,53588,0,1,948
53589,53589,0,1,946
53590,53590,0,1,946
53591,53591,0,1,946
53592,53592,0,1,944
53593,53593,0,1,945
53594,53594,0,1,943
53595,53595,0,1,946
53596,53596,0,1,949
53597,53597,0,1,970
53598,53598,0,1,985
53599,53599,0,1,996
53600,53600,0,1,1003
53601,53601,0,1,1007
53602,53602,0,1,1009
53603,53603,0,1,1013
53604,53604,0,1,1012
53605,53605,0,1,1013
53606,53606,0,1,1014
53607,53607,0,1,1013
53608,53608,0,1,1014
53609,53609,0,1,1014
53610,53610,0,1,1015
53611,53611,0,1,1016
53612,53612,0,1,1018
53613,53613,0,1,1011
53614,53614,0,1,998
53615,53615,0,1,983
53616,53616,0,1,968
53617,53617,0,1,961
53618,53618,0,1,954
53619,53619,0,1,952
53620,53620,0,1,948
53621,53621,0,1,944
53622,53622,0,1,945
53623,53623,0,1,946
53624,53624,0,1,944
53625,53625,0,1,945
53626,53626,0,1,945
53627,53627,0,1,945
53628,53628,0,1,943
53629,53629,0,1,945
53630,53630,0,1,944
53631,53631,0,1,956
53632,53632,0,1,973
53633,53633,0,1,989
53634,53634,0,1,998
53635,53635,0,1,1004
53636,53636,0,1,1008
53637,53637,0,1,1013
53638,53638,0,1,1014
53639,53639,0,1,1014
53640,53640,0,1,1015
53641,53641,0,1,1018
53642,53642,0,1,1015
53643,53643,0,1,1018
53644,53644,0,1,1017
53645,53645,0,1,1016
53646,53646,0,1,1017
53647,53647,0,1,1017
53648,53648,0,1,1010
53649,53649,0,1,996
53650,53650,0,1,978
53651,53651,0,1,968
53652,53652,0,1,957
53653,53653,0,1,954
53654,53654,0,1,950
53655,53655,0,1,946
53656,53656,0,1,947
53657,53657,0,1,946
53658,53658,0,1,945
53659,53659,0,1,944
53660,53660,0,1,943
53661,53661,0,1,944
53662,53662,0,1,944
53663,53663,0,1,945
53664,53664,0,1,945
53665,53665,0,1,947
53666,53666,0,1,962
53667,53667,0,1,978
53668,53668,0,1,991
53669,53669,0,1,999
53670,53670,0,1,1006
53671,53671,0,1,1011
53672,53672,0,1,1011
53673,53673,0,1,1013
53674,53674,0,1,1015
53675,53675,0,1,1016
53676,53676,0,1,1016
53677,53677,0,1,1017
53678,53678,0,1,1016
53679,53679,0,1,1016
53680,53680,0,1,1019
53681,53681,0,1,1017
53682,53682,0,1,1019
53683,53683,0,1,1015
53684,53684,0,1,1019
53685,53685,0,1,1015
53686,53686,0,1,1017
53687,53687,0,1,1016
53688,53688,0,1,1014
53689,53689,0,1,1017
53690,53690,0,1,1017
53691,53691,0,1,1017
53692,53692,0,1,1019
53693,53693,0,1,1017
53694,53694,0,1,1019
53695,53695,0,1,1019
53696,53696,0,1,1018
53697,53697,0,1,1019
53698,53698,0,1,1019
53699,53699,0,1,1018
53700,53700,0,1,1013
53701,53701,0,1,998
53702,53702,0,1,981
53703,53703,0,1,966
53704,53704,0,1,958
53705,53705,0,1,955
53706,53706,0,1,951
53707,53707,0,1,948
53708,53708,0,1,946
53709,53709,0,1,945
53710,53710,0,1,944
53711,53711,0,1,946
53712,53712,0,1,945
53713,53713,0,1,945
53714,53714,0,1,942
53715,53715,0,1,943
53716,53716,0,1,943
53717,53717,0,1,945
53718,53718,0,1,945
53719,53719,0,1,946
53720,53720,0,1,945
53721,53721,0,1,945
53722,53722,0,1,945
53723,53723,0,1,944
53724,53724,0,1,944
53725,53725,0,1,943
53726,53726,0,1,943
53727,53727,0,1,945
53728,53728,0,1,943
53729,53729,0,1,945
53730,53730,0,1,945
53731,53731,0,1,944
53732,53732,0,1,944
53733,53733,0,1,944
53734,53734,0,1,943
53735,53735,0,1,956
53736,53736,0,1,970
53737,53737,0,1,985
53738,53738,0,1,997
53739,53739,0,1,1004
53740,53740,0,1,1009
53741,53741,0,1,1010
53742,53742,0,1,1012
53743,53743,0,1,1015
53744,53744,0,1,1013
53745,53745,0,1,1017
53746,53746,0,1,1016
53747,53747,0,1,1017
53748,53748,0,1,1016
53749,53749,0,1,1018
53750,53750,0,1,1016
53751,53751,0,1,1019
53752,53752,0,1,1012
53753,53753,0,1,1000
53754,53754,0,1,981
53755,53755,0,1,969
53756,53756,0,1,958
53757,53757,0,1,954
53758,53758,0,1,950
53759,53759,0,1,948
53760,53760,0,1,946
53761,53761,0,1,945
53762,53762,0,1,944
53763,53763,0,1,945
53764,53764,0,1,944
53765,53765,0,1,945
53766,53766,0,1,944
53767,53767,0,1,944
53768,53768,0,1,944
53769,53769,0,1,946
53770,53770,0,1,956
53771,53771,0,1,976
53772,53772,0,1,989
53773,53773,0,1,1000
53774,53774,0,1,1005
53775,53775,0,1,1010
53776,53776,0,1,1012
53777,53777,0,1,1012
53778,53778,0,1,1014
53779,53779,0,1,1015
53780,53780,0,1,1016
53781,53781,0,1,1016
53782,53782,0,1,1017
53783,53783,0,1,1017
53784,53784,0,1,1016
53785,53785,0,1,1016
53786,53786,0,1,1016
53787,53787,0,1,1009
53788,53788,0,1,993
53789,53789,0,1,978
53790,53790,0,1,966
53791,53791,0,1,959
53792,53792,0,1,950
53793,53793,0,1,948
53794,53794,0,1,950
53795,53795,0,1,947
53796,53796,0,1,946
53797,53797,0,1,944
53798,53798,0,1,947
53799,53799,0,1,943
53800,53800,0,1,946
53801,53801,0,1,945
53802,53802,0,1,944
53803,53803,0,1,943
53804,53804,0,1,947
53805,53805,0,1,963
53806,53806,0,1,979
53807,53807,0,1,991
53808,53808,0,1,1001
53809,53809,0,1,1006
53810,53810,0,1,1011
53811,53811,0,1,1014
53812,53812,0,1,1014
53813,53813,0,1,1013
53814,53814,0,1,1016
53815,53815,0,1,1015
53816,53816,0,1,1017
53817,53817,0,1,1017
53818,53818,0,1,1016
53819,53819,0,1,1016
53820,53820,0,1,1018
53821,53821,0,1,1015
53822,53822,0,1,1005
53823,53823,0,1,988
53824,53824,0,1,975
53825,53825,0,1,963
53826,53826,0,1,957
53827,53827,0,1,955
53828,53828,0,1,952
53829,53829,0,1,949
53830,53830,0,1,946
53831,53831,0,1,944
53832,53832,0,1,944
53833,53833,0,1,945
53834,53834,0,1,945
53835,53835,0,1,943
53836,53836,0,1,945
53837,53837,0,1,943
53838,53838,0,1,945
53839,53839,0,1,951
53840,53840,0,1,968
53841,53841,0,1,984
53842,53842,0,1,996
53843,53843,0,1,1000
53844,53844,0,1,1007
53845,53845,0,1,1009
53846,53846,0,1,1013
53847,53847,0,1,1014
53848,53848,0,1,1016
53849,53849,0,1,1014
53850,53850,0,1,1016
53851,53851,0,1,1016
53852,53852,0,1,1017
53853,53853,0,1,1017
53854,53854,0,1,1017
53855,53855,0,1,1016
53856,53856,0,1,1017
53857,53857,0,1,1017
53858,53858,0,1,1017
53859,53859,0,1,1016
53860,53860,0,1,1018
53861,53861,0,1,1018
53862,53862,0,1,1017
53863,53863,0,1,1015
53864,53864,0,1,1016
53865,53865,0,1,1019
53866,53866,0,1,1016
53867,53867,0,1,1015
53868,53868,0,1,1012
53869,53869,0,1,1013
53870,53870,0,1,1014
53871,53871,0,1,1015
53872,53872,0,1,1015
53873,53873,0,1,1016
53874,53874,0,1,1006
53875,53875,0,1,989
53876,53876,0,1,974
53877,53877,0,1,963
53878,53878,0,1,956
53879,53879,0,1,953
53880,53880,0,1,948
53881,53881,0,1,948
53882,53882,0,1,946
53883,53883,0,1,944
53884,53884,0,1,947
53885,53885,0,1,944
53886,53886,0,1,944
53887,53887,0,1,943
53888,53888,0,1,943
53889,53889,0,1,943
53890,53890,0,1,941
53891,53891,0,1,945
53892,53892,0,1,943
53893,53893,0,1,945
53894,53894,0,1,943
53895,53895,0,1,946
53896,53896,0,1,944
53897,53897,0,1,943
53898,53898,0,1,941
53899,53899,0,1,945
53900,53900,0,1,942
53901,53901,0,1,945
53902,53902,0,1,944
53903,53903,0,1,944
53904,53904,0,1,942
53905,53905,0,1,945
53906,53906,0,1,944
53907,53907,0,1,944
53908,53908,0,1,946
53909,53909,0,1,960
53910,53910,0,1,976
53911,53911,0,1,990
53912,53912,0,1,999
53913,53913,0,1,1006
53914,53914,0,1,1009
53915,53915,0,1,1012
53916,53916,0,1,1013
53917,53917,0,1,1014
53918,53918,0,1,1015
53919,53919,0,1,1016
53920,53920,0,1,1016
53921,53921,0,1,1018
53922,53922,0,1,1016
53923,53923,0,1,1019
53924,53924,0,1,1017
53925,53925,0,1,1017
53926,53926,0,1,1009
53927,53927,0,1,990
53928,53928,0,1,976
53929,53929,0,1,964
53930,53930,0,1,956
53931,53931,0,1,952
53932,53932,0,1,949
53933,53933,0,1,948
53934,53934,0,1,944
53935,53935,0,1,944
53936,53936,0,1,944
53937,53937,0,1,944
53938,53938,0,1,945
53939,53939,0,1,945
53940,53940,0,1,944
53941,53941,0,1,944
53942,53942,0,1,943
53943,53943,0,1,947
53944,53944,0,1,965
53945,53945,0,1,984
53946,53946,0,1,993
53947,53947,0,1,1002
53948,53948,0,1,1009
53949,53949,0,1,1010
53950,53950,0,1,1012
53951,53951,0,1,1012
53952,53952,0,1,1015
53953,53953,0,1,1014
53954,53954,0,1,1014
53955,53955,0,1,1015
53956,53956,0,1,1016
53957,53957,0,1,1015
53958,53958,0,1,1016
53959,53959,0,1,1015
53960,53960,0,1,1015
53961,53961,0,1,1002
53962,53962,0,1,986
53963,53963,0,1,970
53964,53964,0,1,961
53965,53965,0,1,954
53966,53966,0,1,951
53967,53967,0,1,948
53968,53968,0,1,947
53969,53969,0,1,945
53970,53970,0,1,944
53971,53971,0,1,945
53972,53972,0,1,944
53973,53973,0,1,945
53974,53974,0,1,945
53975,53975,0,1,944
53976,53976,0,1,944
53977,53977,0,1,944
53978,53978,0,1,952
53979,53979,0,1,969
53980,53980,0,1,983
53981,53981,0,1,995
53982,53982,0,1,1003
53983,53983,0,1,1009
53984,53984,0,1,1009
53985,53985,0,1,1011
53986,53986,0,1,1013
53987,53987,0,1,1015
53988,53988,0,1,1015
53989,53989,0,1,1015
53990,53990,0,1,1016
53991,53991,0,1,1015
53992,53992,0,1,1017
53993,53993,0,1,1017
53994,53994,0,1,1017
53995,53995,0,1,1014
53996,53996,0,1,1000
53997,53997,0,1,984
53998,53998,0,1,968
53999,53999,0,1,958
54000,54000,0,1,952
54001,54001,0,1,949
54002,54002,0,1,946
54003,54003,0,1,944
54004,54004,0,1,945
54005,54005,0,1,945
54006,54006,0,1,944
54007,54007,0,1,942
54008,54008,0,1,946
54009,54009,0,1,944
54010,54010,0,1,943
54011,54011,0,1,943
54012,54012,0,1,946
54013,54013,0,1,956
54014,54014,0,1,974
54015,54015,0,1,987
54016,54016,0,1,997
54017,54017,0,1,1006
54018,54018,0,1,1009
54019,54019,0,1,1011
54020,54020,0,1,1014
54021,54021,0,1,1014
54022,54022,0,1,1014
54023,54023,0,1,1015
54024,54024,0,1,1015
54025,54025,0,1,1015
54026,54026,0,1,1015
54027,54027,0,1,1016
54028,54028,0,1,1013
54029,54029,0,1,1016
54030,54030,0,1,1017
54031,54031,0,1,1016
54032,54032,0,1,1017
54033,54033,0,1,1018
54034,54034,0,1,1018
54035,54035,0,1,1016
54036,54036,0,1,1018
54037,54037,0,1,1018
54038,54038,0,1,1016
54039,54039,0,1,1016
54040,54040,0,1,1017
54041,54041,0,1,1015
54042,54042,0,1,1015
54043,54043,0,1,1017
54044,54044,0,1,1016
54045,54045,0,1,1018
54046,54046,0,1,1016
54047,54047,0,1,1012
54048,54048,0,1,1000
54049,54049,0,1,985
54050,54050,0,1,970
54051,54051,0,1,964
54052,54052,0,1,954
54053,54053,0,1,950
54054,54054,0,1,947
54055,54055,0,1,947
54056,54056,0,1,944
54057,54057,0,1,945
54058,54058,0,1,944
54059,54059,0,1,942
54060,54060,0,1,943
54061,54061,0,1,945
54062,54062,0,1,944
54063,54063,0,1,944
54064,54064,0,1,944
54065,54065,0,1,944
54066,54066,0,1,943
54067,54067,0,1,945
54068,54068,0,1,946
54069,54069,0,1,944
54070,54070,0,1,945
54071,54071,0,1,944
54072,54072,0,1,943
54073,54073,0,1,939
54074,54074,0,1,940
54075,54075,0,1,942
54076,54076,0,1,942
54077,54077,0,1,943
54078,54078,0,1,943
54079,54079,0,1,944
54080,54080,0,1,945
54081,54081,0,1,943
54082,54082,0,1,950
54083,54083,0,1,968
54084,54084,0,1,983
54085,54085,0,1,994
54086,54086,0,1,1004
54087,54087,0,1,1009
54088,54088,0,1,1009
54089,54089,0,1,1013
54090,54090,0,1,1013
54091,54091,0,1,1015
54092,54092,0,1,1014
54093,54093,0,1,1014
54094,54094,0,1,1014
54095,54095,0,1,1015
54096,54096,0,1,1015
54097,54097,0,1,1015
54098,54098,0,1,1015
54099,54099,0,1,1014
54100,54100,0,1,1002
54101,54101,0,1,983
54102,54102,0,1,969
54103,54103,0,1,958
54104,54104,0,1,956
54105,54105,0,1,949
54106,54106,0,1,949
54107,54107,0,1,946
54108,54108,0,1,946
54109,54109,0,1,945
54110,54110,0,1,945
54111,54111,0,1,943
54112,54112,0,1,943
54113,54113,0,1,941
54114,54114,0,1,943
54115,54115,0,1,943
54116,54116,0,1,943
54117,54117,0,1,952
54118,54118,0,1,970
54119,54119,0,1,985
54120,54120,0,1,997
54121,54121,0,1,1003
54122,54122,0,1,1007
54123,54123,0,1,1011
54124,54124,0,1,1015
54125,54125,0,1,1015
54126,54126,0,1,1016
54127,54127,0,1,1016
54128,54128,0,1,1016
54129,54129,0,1,1016
54130,54130,0,1,1016
54131,54131,0,1,1016
54132,54132,0,1,1016
54133,54133,0,1,1015
54134,54134,0,1,1011
54135,54135,0,1,996
54136,54136,0,1,978
54137,54137,0,1,967
54138,54138,0,1,958
54139,54139,0,1,953
54140,54140,0,1,950
54141,54141,0,1,947
54142,54142,0,1,946
54143,54143,0,1,945
54144,54144,0,1,943
54145,54145,0,1,945
54146,54146,0,1,943
54147,54147,0,1,942
54148,54148,0,1,941
54149,54149,0,1,942
54150,54150,0,1,943
54151,54151,0,1,946
54152,54152,0,1,960
54153,54153,0,1,974
54154,54154,0,1,990
54155,54155,0,1,1002
54156,54156,0,1,1006
54157,54157,0,1,1009
54158,54158,0,1,1012
54159,54159,0,1,1013
54160,54160,0,1,1015
54161,54161,0,1,1016
54162,54162,0,1,1015
54163,54163,0,1,1015
54164,54164,0,1,1015
54165,54165,0,1,1017
54166,54166,0,1,1016
54167,54167,0,1,1014
54168,54168,0,1,1017
54169,54169,0,1,1008
54170,54170,0,1,991
54171,54171,0,1,975
54172,54172,0,1,964
54173,54173,0,1,957
54174,54174,0,1,952
54175,54175,0,1,951
54176,54176,0,1,946
54177,54177,0,1,944
54178,54178,0,1,943
54179,54179,0,1,945
54180,54180,0,1,943
54181,54181,0,1,944
54182,54182,0,1,942
54183,54183,0,1,944
54184,54184,0,1,942
54185,54185,0,1,944
54186,54186,0,1,946
54187,54187,0,1,961
54188,54188,0,1,979
54189,54189,0,1,992
54190,54190,0,1,1002
54191,54191,0,1,1006
54192,54192,0,1,1011
54193,54193,0,1,1011
54194,54194,0,1,1013
54195,54195,0,1,1014
54196,54196,0,1,1016
54197,54197,0,1,1015
54198,54198,0,1,1017
54199,54199,0,1,1015
54200,54200,0,1,1015
54201,54201,0,1,1016
54202,54202,0,1,1016
54203,54203,0,1,1016
54204,54204,0,1,1013
54205,54205,0,1,1016
54206,54206,0,1,1014
54207,54207,0,1,1016
54208,54208,0,1,1016
54209,54209,0,1,1016
54210,54210,0,1,1018
54211,54211,0,1,1017
54212,54212,0,1,1015
54213,54213,0,1,1015
54214,54214,0,1,1015
54215,54215,0,1,1016
54216,54216,0,1,1017
54217,54217,0,1,1018
54218,54218,0,1,1017
54219,54219,0,1,1018
54220,54220,0,1,1017
54221,54221,0,1,1010
54222,54222,0,1,995
54223,54223,0,1,977
54224,54224,0,1,966
54225,54225,0,1,957
54226,54226,0,1,953
54227,54227,0,1,948
54228,54228,0,1,946
54229,54229,0,1,946
54230,54230,0,1,945
54231,54231,0,1,944
54232,54232,0,1,942
54233,54233,0,1,941
54234,54234,0,1,942
54235,54235,0,1,942
54236,54236,0,1,944
54237,54237,0,1,942
54238,54238,0,1,944
54239,54239,0,1,943
54240,54240,0,1,945
54241,54241,0,1,943
54242,54242,0,1,943
54243,54243,0,1,943
54244,54244,0,1,944
54245,54245,0,1,942
54246,54246,0,1,944
54247,54247,0,1,943
54248,54248,0,1,943
54249,54249,0,1,942
54250,54250,0,1,943
54251,54251,0,1,942
54252,54252,0,1,941
54253,54253,0,1,942
54254,54254,0,1,943
54255,54255,0,1,944
54256,54256,0,1,954
54257,54257,0,1,975
54258,54258,0,1,988
54259,54259,0,1,997
54260,54260,0,1,1003
54261,54261,0,1,1009
54262,54262,0,1,1012
54263,54263,0,1,1012
54264,54264,0,1,1014
54265,54265,0,1,1013
54266,54266,0,1,1014
54267,54267,0,1,1014
54268,54268,0,1,1015
54269,54269,0,1,1016
54270,54270,0,1,1017
54271,54271,0,1,1016
54272,54272,0,1,1016
54273,54273,0,1,1009
54274,54274,0,1,995
54275,54275,0,1,979
54276,54276,0,1,966
54277,54277,0,1,956
54278,54278,0,1,951
54279,54279,0,1,949
54280,54280,0,1,947
54281,54281,0,1,945
54282,54282,0,1,944
54283,54283,0,1,943
54284,54284,0,1,945
54285,54285,0,1,944
54286,54286,0,1,945
54287,54287,0,1,941
54288,54288,0,1,944
54289,54289,0,1,941
54290,54290,0,1,948
54291,54291,0,1,962
54292,54292,0,1,978
54293,54293,0,1,990
54294,54294,0,1,998
54295,54295,0,1,1003
54296,54296,0,1,1008
54297,54297,0,1,1011
54298,54298,0,1,1010
54299,54299,0,1,1014
54300,54300,0,1,1014
54301,54301,0,1,1017
54302,54302,0,1,1014
54303,54303,0,1,1015
54304,54304,0,1,1015
54305,54305,0,1,1015
54306,54306,0,1,1014
54307,54307,0,1,1017
54308,54308,0,1,1006
54309,54309,0,1,990
54310,54310,0,1,975
54311,54311,0,1,964
54312,54312,0,1,956
54313,54313,0,1,951
54314,54314,0,1,946
54315,54315,0,1,945
54316,54316,0,1,943
54317,54317,0,1,943
54318,54318,0,1,941
54319,54319,0,1,943
54320,54320,0,1,941
54321,54321,0,1,944
54322,54322,0,1,942
54323,54323,0,1,942
54324,54324,0,1,941
54325,54325,0,1,948
54326,54326,0,1,966
54327,54327,0,1,982
54328,54328,0,1,996
54329,54329,0,1,1004
54330,54330,0,1,1006
54331,54331,0,1,1010
54332,54332,0,1,1013
54333,54333,0,1,1013
54334,54334,0,1,1013
54335,54335,0,1,1016
54336,54336,0,1,1015
54337,54337,0,1,1015
54338,54338,0,1,1014
54339,54339,0,1,1017
54340,54340,0,1,1015
54341,54341,0,1,1015
54342,54342,0,1,1014
54343,54343,0,1,1001
54344,54344,0,1,984
54345,54345,0,1,970
54346,54346,0,1,958
54347,54347,0,1,955
54348,54348,0,1,951
54349,54349,0,1,946
54350,54350,0,1,946
54351,54351,0,1,945
54352,54352,0,1,944
54353,54353,0,1,943
54354,54354,0,1,943
54355,54355,0,1,942
54356,54356,0,1,943
54357,54357,0,1,943
54358,54358,0,1,943
54359,54359,0,1,942
54360,54360,0,1,952
54361,54361,0,1,970
54362,54362,0,1,985
54363,54363,0,1,996
54364,54364,0,1,1002
54365,54365,0,1,1007
54366,54366,0,1,1010
54367,54367,0,1,1012
54368,54368,0,1,1013
54369,54369,0,1,1014
54370,54370,0,1,1014
54371,54371,0,1,1015
54372,54372,0,1,1015
54373,54373,0,1,1014
54374,54374,0,1,1015
54375,54375,0,1,1014
54376,54376,0,1,1016
54377,54377,0,1,1016
54378,54378,0,1,1016
54379,54379,0,1,1015
54380,54380,0,1,1015
54381,54381,0,1,1017
54382,54382,0,1,1015
54383,54383,0,1,1016
54384,54384,0,1,1016
54385,54385,0,1,1016
54386,54386,0,1,1016
54387,54387,0,1,1015
54388,54388,0,1,1016
54389,54389,0,1,1015
54390,54390,0,1,1015
54391,54391,0,1,1013
54392,54392,0,1,1015
54393,54393,0,1,1013
54394,54394,0,1,1014
54395,54395,0,1,1002
54396,54396,0,1,987
54397,54397,0,1,969
54398,54398,0,1,961
54399,54399,0,1,952
54400,54400,0,1,950
54401,54401,0,1,945
54402,54402,0,1,945
54403,54403,0,1,943
54404,54404,0,1,943
54405,54405,0,1,946
54406,54406,0,1,942
54407,54407,0,1,942
54408,54408,0,1,942
54409,54409,0,1,941
54410,54410,0,1,943
54411,54411,0,1,941
54412,54412,0,1,943
54413,54413,0,1,944
54414,54414,0,1,941
54415,54415,0,1,943
54416,54416,0,1,942
54417,54417,0,1,942
54418,54418,0,1,941
54419,54419,0,1,944
54420,54420,0,1,943
54421,54421,0,1,943
54422,54422,0,1,945
54423,54423,0,1,942
54424,54424,0,1,942
54425,54425,0,1,943
54426,54426,0,1,942
54427,54427,0,1,941
54428,54428,0,1,943
54429,54429,0,1,946
54430,54430,0,1,961
54431,54431,0,1,976
54432,54432,0,1,992
54433,54433,0,1,999
54434,54434,0,1,1007
54435,54435,0,1,1009
54436,54436,0,1,1011
54437,54437,0,1,1013
54438,54438,0,1,1012
54439,54439,0,1,1015
54440,54440,0,1,1015
54441,54441,0,1,1017
54442,54442,0,1,1016
54443,54443,0,1,1015
54444,54444,0,1,1015
54445,54445,0,1,1016
54446,54446,0,1,1013
54447,54447,0,1,1003
54448,54448,0,1,987
54449,54449,0,1,972
54450,54450,0,1,960
54451,54451,0,1,954
54452,54452,0,1,950
54453,54453,0,1,949
54454,54454,0,1,944
54455,54455,0,1,945
54456,54456,0,1,945
54457,54457,0,1,942
54458,54458,0,1,943
54459,54459,0,1,943
54460,54460,0,1,942
54461,54461,0,1,944
54462,54462,0,1,942
54463,54463,0,1,943
54464,54464,0,1,948
54465,54465,0,1,967
54466,54466,0,1,982
54467,54467,0,1,995
54468,54468,0,1,1001
54469,54469,0,1,1008
54470,54470,0,1,1010
54471,54471,0,1,1012
54472,54472,0,1,1012
54473,54473,0,1,1013
54474,54474,0,1,1012
54475,54475,0,1,1016
54476,54476,0,1,1016
54477,54477,0,1,1017
54478,54478,0,1,1015
54479,54479,0,1,1014
54480,54480,0,1,1015
54481,54481,0,1,1013
54482,54482,0,1,999
54483,54483,0,1,982
54484,54484,0,1,968
54485,54485,0,1,959
54486,54486,0,1,952
54487,54487,0,1,951
54488,54488,0,1,949
54489,54489,0,1,946
54490,54490,0,1,944
54491,54491,0,1,945
54492,54492,0,1,942
54493,54493,0,1,944
54494,54494,0,1,944
54495,54495,0,1,944
54496,54496,0,1,943
54497,54497,0,1,944
54498,54498,0,1,943
54499,54499,0,1,953
54500,54500,0,1,972
54501,54501,0,1,986
54502,54502,0,1,995
54503,54503,0,1,1003
54504,54504,0,1,1007
54505,54505,0,1,1010
54506,54506,0,1,1012
54507,54507,0,1,1013
54508,54508,0,1,1015
54509,54509,0,1,1016
54510,54510,0,1,1014
54511,54511,0,1,1016
54512,54512,0,1,1016
54513,54513,0,1,1015
54514,54514,0,1,1017
54515,54515,0,1,1014
54516,54516,0,1,1010
54517,54517,0,1,994
54518,54518,0,1,976
54519,54519,0,1,965
54520,54520,0,1,956
54521,54521,0,1,952
54522,54522,0,1,947
54523,54523,0,1,947
54524,54524,0,1,944
54525,54525,0,1,945
54526,54526,0,1,943
54527,54527,0,1,942
54528,54528,0,1,944
54529,54529,0,1,942
54530,54530,0,1,942
54531,54531,0,1,942
54532,54532,0,1,943
54533,54533,0,1,946
54534,54534,0,1,960
54535,54535,0,1,974
54536,54536,0,1,991
54537,54537,0,1,997
54538,54538,0,1,1003
54539,54539,0,1,1008
54540,54540,0,1,1013
54541,54541,0,1,1011
54542,54542,0,1,1012
54543,54543,0,1,1015
54544,54544,0,1,1013
54545,54545,0,1,1013
54546,54546,0,1,1018
54547,54547,0,1,1014
54548,54548,0,1,1015
54549,54549,0,1,1013
54550,54550,0,1,1016
54551,54551,0,1,1016
54552,54552,0,1,1016
54553,54553,0,1,1017
54554,54554,0,1,1016
54555,54555,0,1,1016
54556,54556,0,1,1017
54557,54557,0,1,1016
54558,54558,0,1,1016
54559,54559,0,1,1016
54560,54560,0,1,1017
54561,54561,0,1,1016
54562,54562,0,1,1014
54563,54563,0,1,1013
54564,54564,0,1,1012
54565,54565,0,1,1014
54566,54566,0,1,1014
54567,54567,0,1,1015
54568,54568,0,1,1010
54569,54569,0,1,996
54570,54570,0,1,982
54571,54571,0,1,966
54572,54572,0,1,959
54573,54573,0,1,953
54574,54574,0,1,948
54575,54575,0,1,944
54576,54576,0,1,944
54577,54577,0,1,942
54578,54578,0,1,942
54579,54579,0,1,941
54580,54580,0,1,943
54581,54581,0,1,943
54582,54582,0,1,941
54583,54583,0,1,941
54584,54584,0,1,942
54585,54585,0,1,942
54586,54586,0,1,940
54587,54587,0,1,942
54588,54588,0,1,942
54589,54589,0,1,939
54590,54590,0,1,942
54591,54591,0,1,941
